red_fighter_name;blue_fighter_name;event_date;red_fighter_total_pts;blue_fighter_total_pts
LI JINGLIANG;DANIEL RODRIGUEZ;10/09/2022;28 28 29;29 29 28
CARLOS ULBERG;DA WOON JUNG;10/09/2023;20 20 20;18 18 18
ISRAEL ADESANYA;SEAN STRICKLAND;10/09/2023;46 46 46;49 49 49
JACK JENKINS;CHEPE MARISCAL;10/09/2023;10 10 10;9 9 9
TYSON PEDRO;ANTON TURKALJ;10/09/2023;- - -;- - -
JUSTIN TAFA;AUSTEN LANE;10/09/2023;- - -;- - -
JAMIE MULLARKEY;JOHN MAKDESSI;10/09/2023;29 29 29;28 28 28
NASRAT HAQPARAST;LANDON QUINONES;10/09/2023;30 30 30;27 27 27
SHANE YOUNG;GABRIEL MIRANDA;10/09/2023;- - -;- - -
BLOOD DIAMOND;CHARLES RADTKE;10/09/2023;27 27 27;29 29 29
KEVIN JOUSSET;KIEFER CROSBIE;10/09/2023;- - -;- - -
MANEL KAPE;FELIPE DOS SANTOS;10/09/2023;30 29 29;27 28 28
TAI TUIVASA;ALEXANDER VOLKOV;10/09/2023;9 9 9;10 10 10
SANTIAGO PONZINIBBIO;ALEX MORONO;10/12/2022;19 18 18;19 20 20
DARREN TILL;DRICUS DU PLESSIS;10/12/2022;19 18 18;19 19 19
TJ BROWN;ERIK SILVA;10/12/2022;20 20 20;18 18 18
CAMERON SAAIMAN;STEVEN KOSLOW;10/12/2022;2Q19 18 1918;18 19 19
BILLY QUARANTILLO;ALEXANDER HERNANDEZ;10/12/2022;9 9 9;10 10 10
CHRIS CURTIS;JOAQUIN BUCKLEY;10/12/2022;9 9 9;10 10 10
BRYCE MITCHELL;ILIA TOPURIA;10/12/2022;9 9 9;10 10 10
RAUL ROSAS JR.;JAY PERRIN;10/12/2022;- - -;- - -
EDMEN SHAHBAZYAN;DALCHA LUNGIAMBULA;10/12/2022;10 10 10;9 9 9
PADDY PIMBLETT;JARED GORDON;10/12/2022;29 29 29;28 28 28
JAN BLACHOWICZ;MAGOMED ANKALAEV;10/12/2022;48 46 47;47 48 47
JAIRZINHO ROZENSTRUIK;CHRIS DAUKAUS;10/12/2022;- - -;- - -
FABRICIO WERDUM;ALEXEI OLEINIK;10/05/2020;29 28 28;28 29 29
DONAL CERRONE;ANTHONY PETTIS;10/05/2020;28 28 28;29 29 29
BRYCE MITCHELL;CHARLES ROSA;10/05/2020;25 25 24;30 30 30
CALVIN KATTAR ;JEREMY STEPHENS;10/05/2020;19 19 19;18 18 18
MICHELLE WATERSON;CARLA ESPARZA;10/05/2020;27 28 30;30 29 27
JAIRZINHO ROZENSTRUIK;FRANCIS NGANNOU;10/05/2020;8 8 9;10 10 10
YORGAN DECASTRO;GREG HARDY;10/05/2020;27 27 27;30 30 30
DOMINICK CRUZ;HENRY CEJUDO;10/05/2020;17 16 17;20 20 20
JUSTIN GAETHJE;TONY FERGUSON;10/05/2020;49 49 50;44 45 44
SAM ALVEY;RYAN SPANN;10/05/2020;28 28 29;29 29 28
NIKO PRICE;VICENTE LUQUE;10/05/2020;26 26 26;29 29 30
PETR YAN;MERAB DVALISHVILI;11/03/2023;45 45 45;50 50 50
NIKITA KRYLOV;RYAN SPANN;11/03/2023;- - -;- - -
ALEXANDER VOLKOV;ALEXANDR ROMANOV;11/03/2023;- - -;- - -
RAPHAEL;DAVEY GRANT;11/03/2023;20 19 20;18 19 18
KARL WILLIAMS;LUKASZ BRZESKI;11/03/2023;30 30 30;26 26 27
VITOR PETRINO;ANTON TURKALJ;11/03/2023;30 30 30;27 27 26
RAPHAEL ASSUNCAO;DAVEY GRANT;11/03/2023;20 19 20;18 19 18
SEDRIQUES DUMAS;JOSH FREMD;11/03/2023;9 9 9;10 10 10
CARLSTON HARRIS;JARED GOODEN;11/03/2023;30 30 30;27 27 27
TYSON NAM;BRUNO SILVA;11/03/2023;9 9 9;10 10 10
SAID NURMAGOMEDOV;JONATHAN MARTINEZ;11/03/2023;28 28 28;29 29 29
VICTOR HENRY;TONY GRAVELY;11/03/2023;30 29 28;27 28 29
ARIANE DA SILVA;JJ ALDRICH;11/03/2023;30 30 30;27 27 27
MARIO BAUTISTA;GUIDO CANNETTI;11/03/2023;- - -;- - -
JJ ALDRICH;VERONICA HARDY;11/05/2024;28 28 28;29 29 29
BILLY RAY GOFF;TREY WATERS;11/05/2024;27 28 27;30 29 30
CHARLES JOHNSON;JAKE HADLEY;11/05/2024;29 29 29;28 28 28
TABATHA RICCI;TECIA PENNINGTON;11/05/2024;29 29 28;28 28 29
TERRANCE MCKINNEY;ESTEBAN RIBOVICS;11/05/2024;- - -;- - -
WALDO CORTES-ACOSTA;ROBELIS DESPAIGNE;11/05/2024;30 30 30;26 27 27
CHASE HOOPER;VIACHESLAV BORSHCHEV;11/05/2024;10 10 10;8 8 8
ALEX CACERES;SEAN WOODSON;11/05/2024;28 28 27;29 29 30
DIEGO FERREIRA;MATEUSZ REBECKI;11/05/2024;19 19 19;19 19 19
DERRICK LEWIS;RODRIGO NASCIMENTO;11/05/2024;19 18 19;19 20 19
ALONZO MENIFIELD;CARLOS ULBERG;11/05/2024;- - -;- - -
JOAQUIN BUCKLEY;NURSULTON RUZIBOEV;11/05/2024;30 30 29;27 26 27
TOM ASPINALL;ALAN BAUDOT;11/10/2020;- - -;- - -
MARKUS PEREZ;DRICUS DU PLESSIS;11/10/2020;- - -;- - -
EDSON BARBOZA;MAKWAN AMIRKHANI;11/10/2020;30 30 29;27 26 28
BEN ROTHWELL;MARCIN TYBURA;11/10/2020;27 27 27;29 29 29
MARLON MORAES;CORY SANDHAGEN;11/10/2020;9 9 9;10 10 10
ALI ALQAISI;TONY KELLEY;11/10/2020;28 27 28;29 30 29
GIGA CHIKADZE;OMAR MORALES;11/10/2020;30 30 30;27 27 27
IMPA KASANGANAY;JOAQUIN BUCKLEY;11/10/2020;9 9 9;10 10 10
CHRIS DAUKAUS;RODRIGO NASCIMENTO;11/10/2020;- - -;- - -
YOUSSEF ZALAL;ILIA TOPURIA;11/10/2020;28 28 28;29 29 29
TRACY CORTEZ;STEPHANIE EGGER;11/10/2020;30 30 30;27 27 27
BRUNO SILVA;TAGIR ULANBEKOV;11/10/2020;28 27 28;29 30 29
TOM BREESE;KB BHULLAR;11/10/2020;- - -;- - -
JOSHUA VAN;KEVIN BORJAS;11/11/2023;29 29 29;28 28 28
JOHN CASTANEDA;KYUNG HO KANG;11/11/2023;30 30 30;27 27 27
JIRI PROCHAZKA;ALEX PEREIRA;11/11/2023;10 10 10;9 9 9
SERGEI PAVLOVICH;TOM ASPINALL;11/11/2023;- - -;- - -
DENNIS BUZUKJA;JAMALL EMMERS;11/11/2023;- - -;- - -
STEVE ERCEG;ALESSANDRO COSTA;11/11/2023;29 29 29;28 28 28
DIEGO LOPES;PAT SABATINI;11/11/2023;- - -;- - -
JESSICA ANDRADE;MACKENZIE DERN;11/11/2023;10 10 9;9 9 10
MATT FREVOLA;BENOIT SAINT DENIS;11/11/2023;- - -;- - -
MATEUSZ REBECKI;ROOSEVELT ROBERTS;11/11/2023;- - -;- - -
TABATHA RICCI;LOOPY GODINEZ;11/11/2023;28 28 30;29 29 27
NAZIM SADYKHOV;VIACHESLAV;11/11/2023;28 28 28;28 29 28
JARED GORDON;MARK MADSEN;11/11/2023;- - -;- - -
JORDAN WRIGHT;BRUNO SILVA;11/12/2021;- - -;- - -
AUGUSTO SAKAI;TAI TUIVASA;11/12/2021;9 9 9;10 10 10
ANDRE MUNIZ;ERYK ANDERS;11/12/2021;- - -;- - -
MIRANDA MAVERICK;ERIN BLANCHFIELD;11/12/2021;27 27 27;30 30 30
GILLIAN ROBERTSON;PRISCILA CACHOEIRA;11/12/2021;- - -;- - -
RYAN HALL;DARRICK MINNER;11/12/2021;30 29 30;27 27 27
JOSH EMMETT;DAN IGE;11/12/2021;29 30 29;28 27 28
PEDRO MUNHOZ;DOMINICK CRUZ;11/12/2021;28 28 28;29 29 29
RANDY COSTA;TONY KELLEY;11/12/2021;9 9 9;10 10 10
AMANDA NUNES;JULIANNA PENA;11/12/2021;10 10 10;9 9 9
GEOFF NEAL;SANTIAGO PONZINIBBIO;11/12/2021;30 28 29;27 29 28
RAULIAN PAIVA;SEAN O'MALLEY;11/12/2021;- - -;- - -
KAI KARA-FRANCE;CODY GARBRANDT;11/12/2021;- - -;- - -
CHARLES OLIVEIRA;DUSTIN POIRIER;11/12/2021;19 19 19;19 18 18
AMANDA RIBAS ;PAIGE VANZANT;11/07/2020;- - -;- - -
VOLKAN OEZDEMIR;JIRI PROCHAZKA;11/07/2020;10 10 10;9 9 9
KAROL ROSA;VANESSA MELO;11/07/2020;30 29 30;26 27 26
LEO SANTOS;ROMAN BOGATOV;11/07/2020;29 29 29;26 26 26
MAKWAN AMIRKHANI;DAN HENRY;11/07/2020;- - -;- - -
RAULIAN PAIVA;ZHAL ZHAMUGULOV;11/07/2020;29 29 29;28 28 28
JESSICA ANDRADE ;ROSE NAMAJUNAS;11/07/2020;29 28 28;28 29 29
DERRICK LEWIS;TAI TUIVASA;12/02/2022;10 10 10;9 9 9
JARED CANNONIER;DEREK BRUNSON;12/02/2022;9 9 9;10 10 10
ROXANNE MODAFFERI;CASEY O'NEILL;12/02/2022;28 28 29;29 29 28
WILLIAM KNIGHT;MAXIM GRISHIN;12/02/2022;27 27 27;30 30 30
KING GREEN;NASRAT HAQPARAST;12/02/2022;30 30 30;27 27 27
ISRAEL ADESANYA;ROBERT WHITTAKER;12/02/2022;48 48 49;47 47 46
MANA MARTINEZ;RONNIE LAWRENCE;12/02/2022;27 27 28;29 29 29
JEREMIAH WELLS;BLOOD DIAMOND;12/02/2022;- - -;- - -
DOUGLAS SILVA DE ANDRADE;SERGEY MOROZOV;12/02/2022;9 9 8;10 10 10
AJ DOBSON;JACOB MALKOUN;12/02/2022;28 28 28;29 29 29
ALEXANDER HERNANDEZ;RENATO MOICANO;12/02/2022;10 9 9;9 10 10
CARLOS ULBERG;FABIO CHERANT;12/02/2022;30 30 30;27 27 27
KYLER PHILLIPS;MARCELO ROJO;12/02/2022;20 20 20;18 18 18
ANDREI ARLOVSKI;JARED VANDERAA;12/02/2022;29 29 28;28 28 29
TYSON PEDRO;MODESTAS BUKAUSKAS;12/02/2023;27 28 28;30 29 29
JOSH CULIBAO;MELSIK BAGHDASARYAN;12/02/2023;9 9 9;10 10 10
ZUBAIRA TUKHUGOV;ELVES BRENER;12/02/2023;28 27 29;29 30 28
SHANE YOUNG;BLAKE BILDER;12/02/2023;27 28 27;30 29 30
SLAM MAKACHEV;ALEXANDER;12/02/2023;48 49 48;47 46 47
JIMMY CRUTE;ALONZO MENIFIELD;12/02/2023;28 29 28;20 28 29
LOMA LOOKBOONMEE;ELISE REED;12/02/2023;9 9 9;10 10 10
JACK JENKINS;DON SHAINIS;12/02/2023;30 30 29;27 27 28
JUSTIN TAFA;PARKER PORTER;12/02/2023;- - -;- - -
SHANNON ROSS;KLEYDSON RODRIGUES;12/02/2023;- - -;- - -
YAIR RODRIGUEZ;JOSH EMMETT;12/02/2023;9 10 10;10 9 9
JACK DELLA MADDALENA;RANDY BROWN;12/02/2023;- - -;- - -
ISLAM MAKHACHEV;ALEXANDER VOLKANOVSKI;12/02/2023;48 48 49;47 47 46
JAMIE MULLARKEY;FRANCISCO PRADO;12/02/2023;30 30 30;27 27 27
KRIS MOUTINHO;GUIDO CANNETTI;12/03/2022;- - -;- - -
TAFON NCHUKWI;AZAMAT MURZAKANOV;12/03/2022;19 19 20;19 19 18
KHALIL ROUNTREE JR.;KARL ROBERSON;12/03/2022;10 10 9;9 9 10
SODIQ YUSUFF;ALEX CACERES;12/03/2022;29 30 30;28 27 27
MATTHEW SEMELSBERGER;AJ FLETCHER;12/03/2022;29 29 29;28 28 28
THIAGO SANTOS;MAGOMED ANKALAEV;12/03/2022;47 46 46;48 49 49
MARLON MORAES;SONG YADONG;12/03/2022;- - -;- - -
JJ ALDRICH;GILLIAN ROBERTSON;12/03/2022;30 30 30;27 27 27
ALEX PEREIRA;BRUNO SILVA;12/03/2022;30 30 30;27 27 27
DREW DOBER;TERRANCE MCKINNEY;12/03/2022;- - -;- - -
TREVIN JONES;JAVID BASHARAT;12/03/2022;28 27 27;29 30 30
DAMON JACKSON;KAMUELA KIRK;12/03/2022;10 10 10;9 9 9
DALCHA LUNGIAMBULA;CODY BRUNDAGE;12/03/2022;- - -;- - -
SABINA MAZO;MIRANDA MAVERICK;12/03/2022;9 9 9;10 10 10
LAUREN MURPHY;JOANNE WOOD;12/06/2021;29 28 29;28 29 28
ERYK ANDERS;DARREN STEWART;12/06/2021;29 29 29;28 27 27
PAUL CRAIG;JAMAHAL HILL;12/06/2021;- - -;- - -
DREW DOBER;BRAD RIDDELL;12/06/2021;28 28 28;29 29 29
PANNIE KIANZAD;ALEXIS DAVIS;12/06/2021;29 30 30;28 27 27
MOVSAR EVLOEV;HAKEEM DAWODU;12/06/2021;29 29 29;27 27 27
DEMIAN MAIA;BELAL MUHAMMAD;12/06/2021;27 28 28;30 29 29
MATT FREVOLA;TERRANCE MCKINNEY;12/06/2021;- - -;- - -
CHASE HOOPER;STEVEN PETERSON;12/06/2021;27 28 27;30 29 30
LEON EDWARDS;NATE DIAZ;12/06/2021;49 49 49;46 46 46
ISRAEL ADESANYA;MARVIN VETTORI;12/06/2021;50 50 50;45 45 45
CARLOS FELIPE;JAKE COLLIER;12/06/2021;28 29 29;29 28 28
FARES ZIAM;LUIGI VENDRAMINI;12/06/2021;29 28 29;28 28 28
DEIVESON FIGUEIREDO;BRANDON MORENO;12/06/2021;19 18 18;19 20 20
GLOVER TEIXEIRA;JIRI PROCHAZKA;12/06/2022;38 39 38;38 37 37
ZHANG WEILI;JOANNA JEDRZEJCZYK;12/06/2022;10 10 10;9 9 9
VALENTINA SHEVCHENKO;TAILA SANTOS;12/06/2022;48 47 49;47 48 46
ANDRE FIALHO;JAKE MATTHEWS;12/06/2022;9 9 9;10 10 10
JACK DELLA MADDALENA;RAMAZAN EMEEV;12/06/2022;- - -;- - -
LIANG NA;SILVANA GOMEZ JUAREZ;12/06/2022;- - -;- - -
RAMONA PASCUAL;JOSELYNE EDWARDS;12/06/2022;28 27 28;29 30 29
KYUNG HO KANG;BATGEREL DANAA;12/06/2022;29 29 29;28 28 28
BRENDAN ALLEN;JACOB MALKOUN;12/06/2022;29 29 29;28 28 28
MAHESHATE;STEVE GARCIA;12/06/2022;- - -;- - -
SEUNGWOO CHOI;JOSH CULIBAO;12/06/2022;29 28 28;28 29 29
CUB SWANSON;HAKEEM DAWODU;12/08/2023;29 29 29;28 28 28
KHALIL ROUNTREE JR.;CHRIS DAUKAUS;12/08/2023;- - -;- - -
VICENTE LUQUE;RAFAEL DOS ANJOS;12/08/2023;48 48 49;47 47 46
AJ DOBSON;TAFON NCHUKWI;12/08/2023;29 29 29;28 28 28
JAQUELINE AMORIM;MONTSERRAT CONEJO RUIZ;12/08/2023;20 20 20;16 16 18
JOSH PARISIAN;MARTIN BUDAY;12/08/2023;- - -;- - -
POLYANA VIANA;IASMIN LUCINDO;12/08/2023;10 9 9;9 10 10
DA'MON BLACKSHEAR;JOSE JOHNSON;12/08/2023;- - -;- - -
JULIANA MILLER;LUANA SANTOS;12/08/2023;- - -;- - -
FRANCIS MARSHALL;ISAAC DULGARIAN;12/08/2023;- - -;- - -
TERRANCE MCKINNEY;MIKE BREEDEN;12/08/2023;- - -;- - -
JOSH FREMD;JAMIE PICKETT;12/08/2023;30 30 30;27 27 27
JP BUYS;MARCUS MCGHEE;12/08/2023;- - -;- - -
OTTMAN AZAITAR;KHAMA WORTHY;12/09/2020;- - -;- - -
MICHELLE WATERSON-GOMEZ;ANGELA HILL;12/09/2020;47 49 48;48 46 47
KING GREEN;ALAN PATRICK;12/09/2020;30 30 30;27 27 27
BRYAN BARBERENA;ANTHONY IVY;12/09/2020;30 30 29;27 27 28
SABINA MAZO;JUSTINE KISH;12/09/2020;18 19 18;20 19 20
BILLY QUARANTILLO;KYLE NELSON;12/09/2020;19 19 20;19 19 18
BROK WEAVER;JALIN TURNER;12/09/2020;9 9 9;10 10 10
ED HERMAN;MIKE RODRIGUEZ;12/09/2020;18 18 18;20 20 20
ROXANNE MODAFFERI;ANDREA LEE;12/09/2020;29 29 29;28 28 28
ALEXANDR ROMANOV;ROQUE MARTINEZ;12/09/2020;10 10 10;8 8 8
ROOSEVELT ROBERTS;KEVIN CROOM;12/09/2020;- - -;- - -
JULIA AVILA;SIJARA EUBANKS;12/09/2020;27 27 27;29 29 29
CLAYTON CARPENTER;LUCAS ROCHA;12/10/2024;10 10 10;9 9 9
CHIDI NJOKUANI;JARED GOODEN;12/10/2024;30 30 30;27 27 27
BRAD TAVARES;JUNYONG PARK;12/10/2024;28 28 29;29 29 28
BRANDON ROYVAL;TATSURO TAIRA;12/10/2024;47 48 48;48 47 47
CJ VERGARA;RAMAZAN TEMIROV;12/10/2024;- - -;- - -
JONATHAN PEARCE;PAT SABATINI;12/10/2024;- - -;- - -
DANIEL RODRIGUEZ;ALEX MORONO;12/10/2024;29 29 28;28 28 29
GRANT DAWSON;RAFA GARCIA;12/10/2024;10 10 10;9 9 9
THEMBA GORIMBO;NIKO PRICE;12/10/2024;30 30 30;27 27 27
JUNIOR TAFA;SEAN SHARAF;12/10/2024;9 9 9;10 10 10
DAN ARGUETA;CODY HADDON;12/10/2024;27 27 27;30 30 30
JULIA POLASTRI;CORY MCKENNA;12/10/2024;29 28 30;28 29 27
BRAD RIDDELL;RENATO MOICANO;12/11/2022;- - -;- - -
DOMINICK REYES;RYAN SPANN;12/11/2022;- - -;- - -
CARLA ESPARZA;ZHANG WEILI;12/11/2022;9 9 9;10 10 10
ERIN BLANCHFIELD;MOLLY MCCANN;12/11/2022;- - -;- - -
ANDRE PETROSKI;WELLINGTON TURMAN;12/11/2022;29 30 30;28 27 27
DUSTIN POIRIER;MICHAEL CHANDLER;12/11/2022;19 19 19;19 19 19
KAROLINA KOWALKIEWICZ;SILVANA GOMEZ JUAREZ;12/11/2022;29 29 29;28 28 28
DAN HOOKER;CLAUDIO PUELLES;12/11/2022;10 10 10;9 9 9
FRANKIE EDGAR;CHRIS GUTIERREZ;12/11/2022;- - -;- - -
MATT FREVOLA;OTTMAN AZAITAR;12/11/2022;- - -;- - -
CARLOS ULBERG;NICOLAE NEGUMEREANU;12/11/2022;- - -;- - -
ISRAEL ADESANYA;ALEX PEREIRA;12/11/2022;39 39 39;37 37 37
JULIO ARCE;MONTEL JACKSON;12/11/2022;27 27 28;30 30 29
MICHAEL TRIZANO;SEUNGWOO CHOI;12/11/2022;- - -;- - -
TONY FERGUSON;CHARLES OLIVEIRA;12/12/2020;26 26 26;30 30 30
DEIVESON FIGUEIREDO;BRANDON MORENO;12/12/2020;48 47 47;46 47 47
KEVIN HOLLAND;JACARE SOUZA;12/12/2020;- - -;- - -
MACKENZIE DERN;VIRNA JANDIROBA;12/12/2020;29 29 29;28 28 28
JUNIOR DOS SANTOS;CIRYL GANE;12/12/2020;9 9 9;10 10 10
CUB SWANSON;DANIEL PINEDA;12/12/2020;10 10 10;9 9 8
GAVIN TUCKER;BILLY QUARANTILLO;12/12/2020;30 30 30;27 27 27
RENATO MOICANO;RAFAEL FIZIEV;12/12/2020;- - -;- - -
TECIA PENNINGTON;SAM HUGHES;12/12/2020;10 10 10;9 9 9
CHASE HOOPER;PETER BARRETT;12/12/2020;18 19 18;20 19 20
JOSHUA VAN;FELIPE BUNES;13/01/2024;9 9 9;10 10 10
MAGOMED ANKALAEV;JOHNNY WALKER;13/01/2024;9 10 9;10 9 10
JIM MILLER;GABRIEL BENITEZ;13/01/2024;20 20 20;18 18 18
MATTHEW SEMELSBERGER;PRESTON PARSONS;13/01/2024;27 27 27;30 30 30
ANDREI ARLOVSKI;WALDO CORTES-ACOSTA;13/01/2024;28 28 28;29 29 29
RICKY SIMON;MARIO BAUTISTA;13/01/2024;28 27 27;29 30 30
PHIL HAWES;BRUNNO FERREIRA;13/01/2024;- - -;- - -
FARID BASHARAT;TAYLOR LAPILUS;13/01/2024;30 30 30;27 27 27
MARCUS MCGHEE;GASTON BOLANOS;13/01/2024;10 10 10;9 9 9
WESTIN WILSON;JEAN SILVA;13/01/2024;- - -;- - -
NIKOLAS MOTTA;TOM NOLAN;13/01/2024;- - -;- - -
RODOLFO VIEIRA;ANTHONY HERNANDEZ;13/02/2021;9 9 9;10 10 10
BELAL MUHAMMAD;DHIEGO LIMA;13/02/2021;30 30 30;27 27 27
ANDRE EWELL;CHRIS GUTIERREZ;13/02/2021;26 28 27;30 29 30
POLYANA VIANA;MALLORY MARTIN;13/02/2021;- - -;- - -
GABE GREEN;PHIL ROWE;13/02/2021;30 29 29;27 28 28
KAMARU USMAN;GILBERT BURNS;13/02/2021;19 19 19;19 19 19
MAYCEE BARBER;ALEXA GRASSO;13/02/2021;28 28 28;29 29 29
KELVIN GASTELUM;IAN HEINISCH;13/02/2021;29 30 29;28 27 28
MAKI PITOLO;JULIAN MARQUEZ;13/02/2021;20 20 20;18 18 18
RICKY SIMON;BRIAN KELLEHER;13/02/2021;30 30 30;27 27 27
CHARLES JOURDAIN;MARCELO ROJO;13/03/2021;19 19 19;19 19 19
MISHA CIRKUNOV;RYAN SPANN;13/03/2021;- - -;- - -
DAN IGE;GAVIN TUCKER;13/03/2021;- - -;- - -
RANI YAHYA;RAY RODRIGUEZ;13/03/2021;10 10 10;9 9 9
MANEL KAPE;MATHEUS NICOLAU;13/03/2021;29 28 28;28 29 29
CORTNEY CASEY;JJ ALDRICH;13/03/2021;28 28 29;29 29 28
NASRAT HAQPARAST;RAFA GARCIA;13/03/2021;30 29 29;27 28 28
JONATHAN MARTINEZ;DAVEY GRANT;13/03/2021;10 10 10;9 9 9
LEON EDWARDS;BELAL MUHAMMAD;13/03/2021;10 10 10;9 9 9
MATTHEW SEMELSBERGER;JASON WITT;13/03/2021;- - -;- - -
GLORIA DE PAULA;JINH YU FREY;13/03/2021;28 28 28;29 29 29
JEREMIAH WELLS;DARREN STEWART;13/03/2021;- - -;- - -
ANGELA HILL;ASHLEY YODER;13/03/2021;30 30 30;27 27 27
ALEX PEREIRA;JAMAHAL HILL;13/04/2024;- - -;- - -
KING GREEN;JIM MILLER;13/04/2024;29 30 29;27 25 26
DEIVESON FIGUEIREDO;CODY GARBRANDT;13/04/2024;9 9 9;10 10 10
JESSICA ANDRADE;MARINA RODRIGUEZ;13/04/2024;29 28 29;28 29 28
JALIN TURNER;RENATO MOICANO;13/04/2024;10 10 10;9 9 9
CALVIN KATTAR;ALJAMAIN STERLING;13/04/2024;27 27 27;30 30 30
JIRI PROCHAZKA;ALEKSANDAR RAKIC;13/04/2024;9 9 9;10 10 10
HOLLY HOLM;KAYLA HARRISON;13/04/2024;9 8 8;10 10 10
SODIQ YUSUFF;DIEGO LOPES;13/04/2024;- - -;- - -
BO NICKAL;CODY BRUNDAGE;13/04/2024;10 10 10;9 9 9
CHARLES OLIVEIRA;ARMAN TSARUKYAN;13/04/2024;29 28 28;28 29 29
ZHANG WEILI;YAN XIAONAN;13/04/2024;49 49 49;45 45 45
JUSTIN GAETHJE;MAX HOLLOWAY;13/04/2024;37 37 38;39 39 38
MATT BROWN;COURT MCGEE;13/05/2023;- - -;- - -
KARL WILLIAMS;CHASE SHERMAN;13/05/2023;30 30 29;27 27 28
JAIRZINHO ROZENSTRUIK;JAILTON ALMEIDA;13/05/2023;- - -;- - -
JI YEON KIM;MANDY BOHM;13/05/2023;28 27 27;27 28 28
CODY STAMANN;DOUGLAS SILVA DE ANDRADE;13/05/2023;28 28 28;29 29 29
CARLOS ULBERG;IHOR POTIERIA;13/05/2023;- - -;- - -
TIM MEANS;ALEX MORONO;13/05/2023;10 10 10;9 9 9
DANIEL RODRIGUEZ;IAN MACHADO GARRY;13/05/2023;- - -;- - -
ANTHONY SMITH;JOHNNY WALKER;13/05/2023;28 27 27;29 30 30
BRYAN BATTLE;GABE GREEN;13/05/2023;- - -;- - -
JESSICA-ROSE CLARK;TAINARA LISBOA;13/05/2023;18 18 18;20 20 20
JOSH FREMD;ANDRE PETROSKI;13/07/2024;27 27 27;30 30 30
EVAN ELDER;DARRIUS FLOWERS;13/07/2024;10 10 10;9 9 9
LUANA SANTOS;MARIYA AGAPOVA;13/07/2024;- - -;- - -
MONTEL JACKSON;DA'MON BLACKSHEAR;13/07/2024;- - -;- - -
JULIAN EROSA;CHRISTIAN RODRIGUEZ;13/07/2024;- - -;- - -
ABDUL RAZAK ALHASSAN;CODY BRUNDAGE;13/07/2024;- - -;- - -
SANTIAGO PONZINIBBIO;MUSLIM SALIKHOV;13/07/2024;28 29 28;29 28 29
JASMINE JASUDAVICIUS;FATIMA KLINE;13/07/2024;30 30 30;27 27 27
JOSHUA VAN;CHARLES JOHNSON;13/07/2024;18 19 20;20 19 18
ROSE NAMAJUNAS;TRACY CORTEZ;13/07/2024;49 49 48;46 46 47
DREW DOBER;JEAN SILVA;13/07/2024;18 18 18;20 20 20
GABRIEL BONFIM;ANGE LOOSA;13/07/2024;30 30 29;27 27 28
GABRIEL BENITEZ;CHARLIE ONTIVEROS;13/08/2022;- - -;- - -
DEVIN CLARK;AZAMAT MURZAKANOV;13/08/2022;18 18 18;20 20 20
PRISCILA CACHOEIRA;ARIANE DA SILVA;13/08/2022;- - -;- - -
ODE OSBOURNE;TYSON NAM;13/08/2022;- - -;- - -
YAZMIN JAUREGUI;IASMIN LUCINDO;13/08/2022;29 30 29;28 27 28
CYNTHIA CALVILLO;NINA NUNES;13/08/2022;28 29 27;29 28 30
MARTIN BUDAY;LUKASZ BRZESKI;13/08/2022;29 28 29;28 29 28
NATE LANDWEHR;DAVID ONAMA;13/08/2022;28 29 29;28 27 27
JASON WITT;JOSH QUINLAN;13/08/2022;- - -;- - -
YOUSSEF ZALAL;DA'MON BLACKSHEAR;13/08/2022;28 28 28;28 28 29
MARLON VERA;DOMINICK CRUZ;13/08/2022;28 28 28;29 29 29
ANGELA HILL;LOOPY GODINEZ;13/08/2022;29 29 29;28 28 28
BRUNO SILVA;GERALD MEERSCHAERT;13/08/2022;18 18 18;20 20 20
THIAGO MOISES;JOEL ALVAREZ;13/11/2021;- - -;- - -
CYNTHIA CALVILLO;ANDREA LEE;13/11/2021;18 18 18;20 20 20
SONG YADONG;JULIO ARCE;13/11/2021;10 10 10;9 9 9
MIGUEL BAEZA;KHAOS WILLIAMS;13/11/2021;18 19 19;20 19 19
MAX HOLLOWAY;YAIR RODRIGUEZ;13/11/2021;48 49 48;47 46 47
FELICIA SPENCER;LEAH LETSON;13/11/2021;20 20 20;18 18 18
BEN ROTHWELL;MARCOS ROGERIO DE LIMA;13/11/2021;- - -;- - -
MARC DIAKIESE;RAFAEL ALVES;13/11/2021;- - -;- - -
KENNEDY NZECHUKWU;DA WOON JUNG;13/11/2021;- - -;- - -
CORTNEY CASEY;LIANA JOJUA;13/11/2021;30 30 30;27 27 27
SEAN WOODSON;COLLIN ANGLIN;13/11/2021;- - -;- - -
DAN IGE;DAMON JACKSON;14/01/2023;10 10 10;9 9 9
SEAN STRICKLAND;NASSOURDINE IMAVOV;14/01/2023;48 49 49;47 46 46
KETLEN VIEIRA;RAQUEL PENNINGTON;14/01/2023;28 28 29;29 29 28
DAN ARGUETA;NICK AGUIRRE;14/01/2023;30 30 30;27 27 27
ALLAN NASCIMENTO;CARLOS HERNANDEZ;14/01/2023;- - -;- - -
PUNAHELE SORIANO;ROMAN KOPYLOV;14/01/2023;9 9 9;10 10 10
CHARLES JOHNSON;JIMMY FLICK;14/01/2023;- - -;- - -
UMAR NURMAGOMEDOV;RAONI BARCELOS;14/01/2023;- - -;- - -
